accueil	0	0	0	0	0	0	0	0	1	0
абба	0	0	0	0	0	0	0	0	1	0
аббат	0	0	0	0	0	0	0	1	0	0
аберрация	0	0	1	0	0	0	0	0	0	1
аборт	0	0	1	1	0	1	0	0	0	1
абсолютный	0	0	0	0	0	0	0	0	1	0
абсурд	0	0	0	0	0	0	0	0	0	1
абсурдный	0	0	0	0	0	0	0	0	0	1
абсцесс	0	0	0	0	0	1	0	0	0	1
авангард	0	0	0	0	0	0	0	0	1	0
аванпост	0	0	0	1	0	0	0	0	0	0
авария	0	0	0	0	0	0	0	0	0	1
аватар	0	0	0	0	0	0	0	0	1	0
август	0	0	0	0	0	0	0	0	1	0
автобус	0	0	0	0	1	0	0	0	1	0
автократический	0	0	0	0	0	0	0	0	0	1
автоматический	0	0	0	0	0	0	0	1	0	0
автор	0	0	0	0	0	0	0	1	1	0
авторизация	0	0	0	0	0	0	0	1	1	0
авторитетный	0	0	0	0	0	0	0	1	1	0
ага	0	0	0	1	0	0	0	1	1	0
агония	1	0	0	1	0	1	0	0	0	1
агрессивный	1	0	0	1	0	0	0	0	0	1
агрессия	1	0	0	1	0	0	0	0	0	1
агрессор	1	0	0	1	0	0	0	0	0	1
ад	1	0	1	1	0	1	0	0	0	1
адаптировать	0	0	0	0	0	0	0	0	1	0
адаптируемый	0	0	0	0	0	0	0	0	1	0
адвокат	1	0	0	1	0	0	0	1	1	0
адепт	0	0	0	0	0	0	0	0	1	0
административный	0	0	0	0	0	0	0	1	0	0
адмирал	0	0	0	0	0	0	0	1	1	0
адреса	0	1	0	0	0	0	0	0	1	0
адский	1	0	1	1	0	1	0	0	0	1
академический	0	0	0	0	0	0	0	1	1	0
академия	0	0	0	0	0	0	0	0	1	0
аккредитованный	0	0	0	0	0	0	0	1	1	0
аккуратно	0	0	0	0	0	0	0	0	1	0
аккуратный	0	0	0	0	0	0	0	0	1	0
акробат	0	0	0	1	1	0	0	1	1	0
аксиома	0	0	0	0	0	0	0	1	0	0
аксиоматический	0	0	0	0	0	0	0	1	0	0
актуальны	0	0	0	0	0	0	0	1	1	0
акула	0	0	0	0	0	0	0	0	0	1
акушер	0	0	0	0	0	0	0	1	0	0
акушерка	0	1	0	0	1	0	0	1	1	1
акушерство	0	0	0	0	0	0	0	0	1	0
акциз	0	0	0	0	0	0	0	0	0	1
акции	0	0	0	0	0	0	0	0	0	1
алебастр	0	0	0	0	0	0	0	0	1	0
алименты	0	0	0	0	0	0	0	0	0	1
алкоголизм	1	0	1	1	0	1	0	0	0	1
аллегро	0	0	0	0	0	0	0	0	1	0
алмаз	0	0	0	0	1	0	0	0	1	0
алоха	0	1	0	0	1	0	0	0	1	0
альб	0	0	0	0	0	0	0	1	0	0
альянс	0	0	0	0	0	0	0	1	0	0
амбиция	0	1	0	0	1	0	0	1	1	0
аминь	0	0	0	0	1	0	0	1	1	0
аммиак	0	0	1	0	0	0	0	0	0	0
амнезия	0	0	0	0	0	0	0	0	0	1
амнистия	0	0	0	0	1	0	0	0	1	0
аморальный	1	0	1	1	0	1	0	0	0	1
амортизация	0	0	0	1	0	0	0	1	0	1
амфетамины	0	0	1	0	0	0	0	0	0	1
анаконда	0	0	1	1	0	0	0	0	0	1
аналитик	0	1	0	0	0	0	0	1	1	0
анальный	0	0	0	0	0	0	0	0	0	1
анархизм	1	0	0	1	0	0	0	0	0	1
анархист	1	0	0	1	0	0	0	0	0	1
анархия	1	0	0	1	0	0	0	0	0	1
анафема	1	0	1	1	0	1	0	0	0	1
ангел	0	1	0	0	1	0	1	1	1	0
ангельский	0	0	0	0	1	0	0	1	1	0
анимированный	0	0	0	0	1	0	0	0	1	0
анклав	0	0	0	0	0	0	0	0	0	1
аннулирование	0	0	0	0	0	1	0	0	0	1
аннулировать	0	0	0	0	0	0	1	0	0	1
аномалия	0	0	0	1	0	0	1	0	0	1
аномальный	0	0	1	0	0	0	0	0	0	1
анонимный	0	0	0	0	0	0	0	0	0	1
ансамбль	0	0	0	0	0	0	0	1	1	0
антагонизм	1	0	0	0	0	0	0	0	0	1
антагонист	1	0	0	0	0	0	0	0	0	1
антагонистический	1	0	1	0	0	0	0	0	0	1
антибиотики	0	0	0	0	0	0	0	0	1	0
антиобщественный	1	0	1	1	0	1	0	0	0	1
антипатия	1	0	1	0	0	0	0	0	0	1
антисептик	0	0	0	0	0	0	0	1	1	0
антитеза	1	0	0	0	0	0	0	0	0	1
антихрист	1	0	1	1	0	0	0	0	0	1
античный	0	0	0	0	0	0	0	0	1	0
антракт	0	1	0	0	0	0	0	0	0	0
апатичный	0	0	0	0	0	1	0	0	0	1
апатия	0	0	0	0	0	1	0	0	0	1
апач	0	0	0	1	0	0	0	0	0	1
аплодисменты	0	0	0	0	1	0	1	1	1	0
апломб	0	0	0	0	0	0	0	0	1	0
апостол	0	0	0	0	0	0	0	1	1	0
апостольский	0	0	0	0	0	0	0	1	0	0
аппендицит	0	0	0	1	0	1	0	0	0	1
арбитр	0	0	0	0	0	0	0	1	0	0
арбитраж	0	1	0	0	0	0	0	0	0	0
аргумент	1	0	0	0	0	0	0	0	0	1
аргументация	1	0	0	0	0	0	0	0	0	0
аргументы	1	0	0	0	0	0	0	0	0	0
аренда	0	0	0	0	0	0	0	0	1	0
арест	1	0	0	0	0	0	0	0	0	1
арестовывать	0	0	0	0	0	0	0	0	0	1
аристократический	0	0	0	0	0	0	0	0	1	0
аристократия	0	0	0	0	0	0	0	0	1	0
аромат	0	0	0	0	0	0	0	0	1	0
ароматный	0	0	0	0	0	0	0	0	1	0
арсенал	0	0	0	0	0	0	0	1	0	0
артикулировать	0	0	0	0	0	0	0	0	1	0
артикуляция	0	0	0	0	0	0	0	0	1	0
артиллерия	0	0	0	1	0	0	0	0	0	1
артист	0	0	0	0	0	0	0	0	1	0
архаичный	0	0	0	0	0	0	0	0	0	1
археология	0	1	0	0	0	0	0	0	1	0
архитектура	0	0	0	0	0	0	0	1	0	0
асимметрия	0	0	1	0	0	0	0	0	0	0
ассоциация	0	0	0	0	0	0	0	1	0	0
ассоциированный	0	0	0	0	0	0	0	1	1	0
астролог	0	1	0	0	0	0	0	0	1	0
астроном	0	1	0	0	0	0	0	0	1	0
атака	1	0	0	1	0	0	0	0	0	1
атаковать	1	0	0	1	0	0	0	0	0	1
атакующий	1	0	1	1	0	1	1	0	0	1
атеизм	0	0	0	0	0	0	0	0	0	1
атеросклероз	0	0	0	1	0	1	0	0	0	1
атлас	0	0	0	0	0	0	0	0	1	0
атом	0	0	0	0	0	0	0	0	1	0
атрибуты	0	0	0	0	0	0	0	0	0	1
атрофия	0	0	1	1	0	1	0	0	0	1
аттестация	0	0	0	0	0	0	0	1	0	0
аудитор	0	0	0	1	0	0	0	1	0	0
аудитория	0	1	0	0	0	0	0	0	0	0
аукцион	0	1	0	0	0	0	0	0	0	0
аура	0	0	0	0	0	0	0	0	1	0
аутентификация	0	0	0	0	0	0	0	1	0	0
аутентифицировать	0	0	0	0	0	0	0	1	0	0
аутентичный	0	0	0	0	1	0	0	1	1	0
аффилированный	0	0	0	0	0	0	0	0	1	0
аэропорт	0	1	0	0	0	0	0	0	0	0
бабуин	0	0	1	0	0	0	0	0	0	1
бабушка	0	0	0	0	0	0	0	0	1	0
база	0	0	0	0	0	0	0	1	0	0
бактерии	0	0	1	1	0	1	0	0	0	1
бактерия	0	0	1	1	0	0	0	0	0	1
балет	0	0	0	0	0	0	0	0	1	0
балка	0	0	0	0	0	0	0	1	1	0
баллада	0	0	0	0	0	0	0	0	1	0
баловаться	1	0	1	0	0	0	0	0	0	1
бальзам	0	1	0	0	1	0	0	0	1	1
банда	1	0	0	1	0	0	0	0	0	1
бандит	0	0	0	0	0	0	0	0	0	1
банк	0	0	0	0	0	0	0	1	0	0
банкет	0	1	0	0	1	0	0	0	1	0
банкир	0	0	0	0	0	0	0	1	0	0
банкрот	0	0	0	1	0	1	0	0	0	1
банкротство	1	0	1	1	0	1	0	0	0	1
банши	1	0	1	1	0	1	0	0	0	1
баран	1	1	0	0	0	0	0	0	0	1
барахтаться	0	0	1	0	0	1	0	0	0	1
бард	0	0	0	0	0	0	0	0	1	0
бармен	0	0	0	0	0	0	0	1	0	0
баррикада	0	0	0	1	0	0	0	0	0	1
барсук	1	0	0	0	0	0	0	0	0	1
бартер	0	0	0	0	0	0	0	1	0	0
бархат	0	0	0	0	0	0	0	0	1	0
бархатистый	0	0	0	0	0	0	0	0	1	0
барьер	1	0	0	0	0	0	0	0	0	1
баскетбол	0	1	0	0	1	0	0	0	1	0
бассейн	0	0	0	0	0	0	0	0	1	0
бастион	1	0	0	0	0	0	0	0	1	0
батальон	1	0	0	0	0	0	0	0	0	0
батарея	1	0	0	0	0	0	0	0	0	1
башня	0	0	0	0	0	0	0	0	1	0
бдение	0	1	0	0	0	0	0	0	0	0
бдительность	0	1	0	1	0	0	1	1	1	0
бдительный	0	0	0	1	0	0	0	1	1	0
бегемот	0	0	0	1	0	0	0	0	0	1
беглец	1	0	1	1	0	1	0	1	0	1
бегущий	0	0	0	0	0	0	0	0	0	1
бедность	1	0	1	1	0	1	0	0	0	1
бедствие	0	0	0	0	0	1	0	0	0	0
бежал	0	0	0	1	0	0	0	0	0	0
бежать	0	0	0	1	0	0	0	0	0	1
беженец	0	0	0	0	0	1	0	0	0	0
безбожный	1	0	0	0	0	0	0	0	0	1
безвкусный	0	0	1	0	0	0	0	0	0	1
безвозмездный	0	0	1	0	0	0	0	0	0	0
бездействие	0	0	0	0	0	0	0	0	0	1
бездельник	0	0	0	0	0	0	0	0	0	1
бездельничать	0	0	1	0	0	1	0	0	0	1
бездна	0	0	0	1	0	1	0	0	0	1
бездомный	1	1	1	1	0	1	0	0	0	1
бездонный	0	0	0	1	0	1	0	0	0	1
бездушный	0	0	1	1	0	1	0	0	0	1
безжалостный	1	0	1	1	0	0	0	0	0	1
безжизненный	0	0	0	1	0	1	0	0	0	1
беззаконие	1	0	1	1	0	0	0	0	0	1
беззащитный	0	0	0	1	0	1	0	0	0	1
безмятежный	0	0	0	0	0	0	0	1	0	1
безнадежность	1	0	1	1	0	1	0	0	0	1
безнадежный	0	0	0	1	0	1	0	0	0	1
безнравственность	1	0	1	0	0	0	0	0	0	1
безнравственный	0	0	0	1	0	0	0	0	0	1
безобидный	0	0	0	0	0	0	0	0	1	0
безопасно	0	0	0	0	1	0	0	1	1	0
безответный	0	0	0	0	0	1	0	0	0	1
безответственный	0	0	0	0	0	0	0	0	0	1
безработные	0	0	0	1	0	1	0	0	0	1
безразличный	1	0	1	0	0	1	0	0	0	1
безрассудный	1	0	0	1	0	0	0	0	0	1
безрассудство	1	0	1	1	0	0	1	0	0	1
безумие	1	0	1	1	0	1	0	0	0	1
безумный	1	1	1	1	0	0	1	0	0	1
безупречный	0	0	0	0	1	0	0	1	1	0
безымянный	0	0	1	0	0	0	0	0	0	1
белизна	0	0	0	0	1	0	0	0	1	0
бендер	0	0	0	0	0	0	0	0	0	1
бережливость	0	0	1	0	0	0	0	1	1	0
бережливый	0	0	0	0	0	0	0	0	0	1
береза	1	0	1	1	0	0	0	0	0	1
беременность	0	0	1	0	0	0	0	0	0	1
берк	1	0	1	1	0	1	0	0	0	1
берсерк	1	0	0	0	0	0	0	0	0	1
бесконечность	0	1	0	0	1	0	0	1	1	0
бесконечный	1	1	0	1	1	1	0	1	1	1
бескорыстный	0	0	0	0	0	0	0	0	1	1
бескровный	0	0	0	0	0	0	0	0	1	0
бесплодие	0	0	0	0	0	1	0	0	0	1
бесплодный	0	0	0	0	0	1	0	0	0	1
беспокоить	1	0	1	0	0	0	0	0	0	1
беспокойный	0	0	1	1	0	0	0	0	0	1
беспокойство	1	1	0	1	0	1	0	0	0	1
беспокоящий	1	0	0	0	0	0	0	0	0	0
бесполезный	1	0	1	0	0	1	0	0	0	1
беспомощность	0	0	0	1	0	1	0	0	0	1
беспомощный	0	0	0	1	0	1	0	0	0	1
беспорядки	0	0	0	1	0	1	0	0	0	0
беспорядок	0	0	1	1	0	0	0	0	0	1
беспорядочный	0	0	1	0	0	0	0	0	0	1
беспощадный	1	0	1	0	0	0	0	0	0	1
беспрецедентный	0	0	0	0	0	0	1	0	0	0
беспристрастность	0	0	0	0	0	0	0	1	1	0
беспристрастный	0	0	0	0	0	0	0	1	1	0
беспроводной	1	1	0	0	0	0	1	0	1	0
бессвязный	0	0	0	0	0	0	0	0	0	1
бессердечный	0	0	0	0	0	1	0	0	0	1
бессильный	1	0	1	1	0	1	0	0	0	1
бессмертие	0	1	0	0	0	0	0	0	0	0
бессмертный	0	1	0	0	1	1	0	1	1	0
бессмысленный	1	0	1	1	0	1	1	0	0	1
бессознательный	0	0	0	0	0	0	0	0	0	1
бесспорно	0	0	0	0	0	0	0	1	1	0
бесспорный	0	0	0	0	0	0	0	1	1	0
бесстрастный	0	0	0	0	0	1	0	0	0	1
бесстрашный	0	0	0	1	0	0	0	0	1	0
бесстыдный	0	0	1	0	0	0	0	0	0	1
бестелесный	0	0	0	1	0	1	0	0	0	1
бесформенный	0	0	0	0	0	0	0	0	0	1
бесхитростный	0	0	0	0	0	0	0	0	0	1
бесхозяйственность	0	0	0	0	0	0	0	0	0	1
бесцельный	0	0	0	0	0	0	0	0	0	1
бесценный	0	0	0	0	0	0	0	0	1	0
